Season,Round,Date,Home.team,Away.team,providerId
2022,6,23/04/2022,Fremantle,Carlton,CD_M20220140604
2022,6,24/04/2022,North Melbourne,Geelong,CD_M20220140605
2022,6,24/04/2022,Gold Coast,Brisbane Lions,CD_M20220140606
2022,6,24/04/2022,Richmond,Melbourne,CD_M20220140607
2022,6,25/04/2022,Hawthorn,Sydney,CD_M20220140608
2022,6,25/04/2022,Essendon,Collingwood,CD_M20220140609
2022,7,29/04/2022,West Coast,Richmond,CD_M20220140701
2022,7,30/04/2022,Geelong,Fremantle,CD_M20220140702
2022,7,30/04/2022,Adelaide,Greater Western Sydney,CD_M20220140703
2022,7,30/04/2022,Melbourne,Hawthorn,CD_M20220140704
2022,7,30/04/2022,St Kilda,Port Adelaide,CD_M20220140705
2022,7,30/04/2022,Carlton,North Melbourne,CD_M20220140706
2022,7,1/05/2022,Collingwood,Gold Coast,CD_M20220140707
2022,7,1/05/2022,Western Bulldogs,Essendon,CD_M20220140708
2022,7,1/05/2022,Sydney,Brisbane Lions,CD_M20220140709
2022,8,6/05/2022,Port Adelaide,Western Bulldogs,CD_M20220140801
2022,8,6/05/2022,Fremantle,North Melbourne,CD_M20220140802
2022,8,7/05/2022,Richmond,Collingwood,CD_M20220140803
2022,8,7/05/2022,Sydney,Gold Coast,CD_M20220140804
2022,8,7/05/2022,Greater Western Sydney,Geelong,CD_M20220140805
2022,8,7/05/2022,Essendon,Hawthorn,CD_M20220140806
2022,8,7/05/2022,Brisbane Lions,West Coast,CD_M20220140807
2022,8,8/05/2022,Melbourne,St Kilda,CD_M20220140808
2022,8,8/05/2022,Carlton,Adelaide,CD_M20220140809
2022,9,13/05/2022,Collingwood,Western Bulldogs,CD_M20220140901
2022,9,14/05/2022,Hawthorn,Richmond,CD_M20220140902
2022,9,14/05/2022,North Melbourne,Port Adelaide,CD_M20220140903
2022,9,14/05/2022,St Kilda,Geelong,CD_M20220140904
2022,9,14/05/2022,Sydney,Essendon,CD_M20220140905
2022,9,14/05/2022,Adelaide,Brisbane Lions,CD_M20220140906
2022,9,15/05/2022,Gold Coast,Fremantle,CD_M20220140907
2022,9,15/05/2022,Greater Western Sydney,Carlton,CD_M20220140908
2022,9,15/05/2022,West Coast,Melbourne,CD_M20220140909
2022,10,20/05/2022,Carlton,Sydney,CD_M20220141002
2022,10,21/05/2022,Geelong,Port Adelaide,CD_M20220141004
2022,10,21/05/2022,Western Bulldogs,Gold Coast,CD_M20220141009
2022,10,21/05/2022,North Melbourne,Melbourne,CD_M20220141007
2022,10,21/05/2022,Adelaide,St Kilda,CD_M20220141001
2022,10,21/05/2022,Richmond,Essendon,CD_M20220141008
2022,10,22/05/2022,Greater Western Sydney,West Coast,CD_M20220141005
2022,10,22/05/2022,Hawthorn,Brisbane Lions,CD_M20220141006
2022,10,22/05/2022,Fremantle,Collingwood,CD_M20220141003
2022,11,27/05/2022,Sydney,Richmond,CD_M20220141108
2022,11,28/05/2022,Brisbane Lions,Greater Western Sydney,CD_M20220141101
2022,11,28/05/2022,Geelong,Adelaide,CD_M20220141103
2022,11,28/05/2022,Melbourne,Fremantle,CD_M20220141105
2022,11,28/05/2022,West Coast,Western Bulldogs,CD_M20220141109
2022,11,28/05/2022,Gold Coast,Hawthorn,CD_M20220141104
2022,11,29/05/2022,St Kilda,North Melbourne,CD_M20220141107
2022,11,29/05/2022,Collingwood,Carlton,CD_M20220141102
2022,11,29/05/2022,Port Adelaide,Essendon,CD_M20220141106
2022,12,3/06/2022,Western Bulldogs,Geelong,CD_M20220141206
2022,12,4/06/2022,Adelaide,West Coast,CD_M20220141201
2022,12,4/06/2022,Gold Coast,North Melbourne,CD_M20220141203
2022,12,4/06/2022,Melbourne,Sydney,CD_M20220141205
2022,12,5/06/2022,Hawthorn,Collingwood,CD_M20220141204
2022,12,5/06/2022,Fremantle,Brisbane Lions,CD_M20220141202
2022,13,9/06/2022,Richmond,Port Adelaide,CD_M20220141306
2022,13,10/06/2022,Essendon,Carlton,CD_M20220141303
2022,13,11/06/2022,Fremantle,Hawthorn,CD_M20220141304
2022,13,11/06/2022,Brisbane Lions,St Kilda,CD_M20220141301
2022,13,12/06/2022,North Melbourne,Greater Western Sydney,CD_M20220141305
2022,13,13/06/2022,Collingwood,Melbourne,CD_M20220141302
2022,14,16/06/2022,Richmond,Carlton,CD_M20220141404
2022,14,17/06/2022,St Kilda,Essendon,CD_M20220141405
2022,14,18/06/2022,Port Adelaide,Sydney,CD_M20220141403
2022,14,18/06/2022,West Coast,Geelong,CD_M20220141406
2022,14,18/06/2022,Greater Western Sydney,Western Bulldogs,CD_M20220141402
2022,14,19/06/2022,Gold Coast,Adelaide,CD_M20220141401
2022,15,23/06/2022,Melbourne,Brisbane Lions,CD_M20220141504
2022,15,24/06/2022,Western Bulldogs,Hawthorn,CD_M20220141509
2022,15,24/06/2022,West Coast,Essendon,CD_M20220141508
2022,15,25/06/2022,Carlton,Fremantle,CD_M20220141501
2022,15,25/06/2022,Geelong,Richmond,CD_M20220141503
2022,15,25/06/2022,Sydney,St Kilda,CD_M20220141507
2022,15,26/06/2022,North Melbourne,Adelaide,CD_M20220141505
2022,15,26/06/2022,Collingwood,Greater Western Sydney,CD_M20220141502
2022,15,26/06/2022,Port Adelaide,Gold Coast,CD_M20220141506
2022,16,30/06/2022,Brisbane Lions,Western Bulldogs,CD_M20220141602
2022,16,1/07/2022,Carlton,St Kilda,CD_M20220141603
2022,16,2/07/2022,Essendon,Sydney,CD_M20220141604
2022,16,2/07/2022,Adelaide,Melbourne,CD_M20220141601
2022,16,2/07/2022,Geelong,North Melbourne,CD_M20220141606
2022,16,2/07/2022,Gold Coast,Collingwood,CD_M20220141607
2022,16,3/07/2022,Richmond,West Coast,CD_M20220141609
2022,16,3/07/2022,Greater Western Sydney,Hawthorn,CD_M20220141608
2022,16,3/07/2022,Fremantle,Port Adelaide,CD_M20220141605
2022,17,7/07/2022,Geelong,Melbourne,CD_M20220141703
2022,17,8/07/2022,Sydney,Western Bulldogs,CD_M20220141708
2022,17,9/07/2022,Collingwood,North Melbourne,CD_M20220141702
2022,17,9/07/2022,Gold Coast,Richmond,CD_M20220141704
2022,17,9/07/2022,St Kilda,Fremantle,CD_M20220141707
2022,17,9/07/2022,Port Adelaide,Greater Western Sydney,CD_M20220141706
2022,17,10/07/2022,Brisbane Lions,Essendon,CD_M20220141701
2022,17,10/07/2022,Hawthorn,Adelaide,CD_M20220141705
2022,17,10/07/2022,West Coast,Carlton,CD_M20220141709
2022,18,15/07/2022,Western Bulldogs,St Kilda,CD_M20220141809
2022,18,16/07/2022,Adelaide,Collingwood,CD_M20220141801
2022,18,16/07/2022,Greater Western Sydney,Brisbane Lions,CD_M20220141805
2022,18,16/07/2022,North Melbourne,Richmond,CD_M20220141808
2022,18,16/07/2022,Carlton,Geelong,CD_M20220141802
2022,18,16/07/2022,Fremantle,Sydney,CD_M20220141804
2022,18,17/07/2022,Hawthorn,West Coast,CD_M20220141806
2022,18,17/07/2022,Melbourne,Port Adelaide,CD_M20220141807
2022,18,17/07/2022,Essendon,Gold Coast,CD_M20220141803
2022,19,22/07/2022,Richmond,Fremantle,CD_M20220141906
2022,19,23/07/2022,North Melbourne,Hawthorn,CD_M20220141904
2022,19,23/07/2022,Sydney,Adelaide,CD_M20220141907
2022,19,23/07/2022,Port Adelaide,Geelong,CD_M20220141905
2022,19,23/07/2022,Brisbane Lions,Gold Coast,CD_M20220141901
2022,19,23/07/2022,Western Bulldogs,Melbourne,CD_M20220141909
2022,19,24/07/2022,Carlton,Greater Western Sydney,CD_M20220141902
2022,19,24/07/2022,Collingwood,Essendon,CD_M20220141903
2022,19,24/07/2022,West Coast,St Kilda,CD_M20220141908
2022,20,29/07/2022,Fremantle,Melbourne,CD_M20220142004
2022,20,30/07/2022,Collingwood,Port Adelaide,CD_M20220142002
2022,20,30/07/2022,Sydney,Greater Western Sydney,CD_M20220142009
2022,20,30/07/2022,St Kilda,Hawthorn,CD_M20220142008
2022,20,30/07/2022,Geelong,Western Bulldogs,CD_M20220142005
2022,20,30/07/2022,Adelaide,Carlton,CD_M20220142001
2022,20,31/07/2022,Gold Coast,West Coast,CD_M20220142006
2022,20,31/07/2022,Richmond,Brisbane Lions,CD_M20220142007
2022,20,31/07/2022,Essendon,North Melbourne,CD_M20220142003
2022,21,5/08/2022,Melbourne,Collingwood,CD_M20220142105
2022,21,6/08/2022,Hawthorn,Gold Coast,CD_M20220142104
2022,21,6/08/2022,Greater Western Sydney,Essendon,CD_M20220142103
2022,21,6/08/2022,Western Bulldogs,Fremantle,CD_M20220142109
2022,21,6/08/2022,Geelong,St Kilda,CD_M20220142102
2022,21,6/08/2022,Port Adelaide,Richmond,CD_M20220142107
2022,21,7/08/2022,North Melbourne,Sydney,CD_M20220142106
2022,21,7/08/2022,Brisbane Lions,Carlton,CD_M20220142101
2022,21,7/08/2022,West Coast,Adelaide,CD_M20220142108
2022,22,12/08/2022,St Kilda,Brisbane Lions,CD_M20220142207
2022,22,13/08/2022,Western Bulldogs,Greater Western Sydney,CD_M20220142209
2022,22,13/08/2022,Adelaide,North Melbourne,CD_M20220142201
2022,22,13/08/2022,Gold Coast,Geelong,CD_M20220142204
2022,22,13/08/2022,Melbourne,Carlton,CD_M20220142205
2022,22,13/08/2022,Fremantle,West Coast,CD_M20220142203
2022,22,14/08/2022,Richmond,Hawthorn,CD_M20220142206
2022,22,14/08/2022,Sydney,Collingwood,CD_M20220142208
2022,22,14/08/2022,Essendon,Port Adelaide,CD_M20220142202
2022,23,19/08/2022,Brisbane Lions,Melbourne,CD_M20220142301
2022,23,20/08/2022,Greater Western Sydney,Fremantle,CD_M20220142305
2022,23,20/08/2022,North Melbourne,Gold Coast,CD_M20220142307
2022,23,20/08/2022,Geelong,West Coast,CD_M20220142304
2022,23,20/08/2022,Essendon,Richmond,CD_M20220142303
2022,23,20/08/2022,Port Adelaide,Adelaide,CD_M20220142308
2022,23,21/08/2022,Hawthorn,Western Bulldogs,CD_M20220142306
2022,23,21/08/2022,Carlton,Collingwood,CD_M20220142302
2022,23,21/08/2022,St Kilda,Sydney,CD_M20220142309
2022,EF,1/09/2022,Brisbane Lions,Richmond,CD_M20220142401
2022,QF,2/09/2022,Melbourne,Sydney,CD_M20220142402
2022,QF,3/09/2022,Geelong,Collingwood,CD_M20220142403
2022,EF,3/09/2022,Fremantle,Western Bulldogs,CD_M20220142404
2022,SF,9/09/2022,Melbourne,Brisbane Lions,CD_M20220142501
2022,SF,10/09/2022,Collingwood,Fremantle,CD_M20220142502
2022,PF,16/09/2022,Geelong,Brisbane Lions,CD_M20220142601
2022,PF,17/09/2022,Sydney,Collingwood,CD_M20220142602
2022,GF,24/09/2022,Geelong,Sydney,CD_M20220142701
2023,1,16/03/2023,Richmond,Carlton,CD_M20230140101
2023,1,17/03/2023,Geelong,Collingwood,CD_M20230140102
2023,1,18/03/2023,North Melbourne,West Coast,CD_M20230140103
2023,1,18/03/2023,Port Adelaide,Brisbane Lions,CD_M20230140104
2023,1,18/03/2023,Melbourne,Western Bulldogs,CD_M20230140105
2023,1,18/03/2023,Gold Coast,Sydney,CD_M20230140106
2023,1,19/03/2023,Greater Western Sydney,Adelaide,CD_M20230140107
2023,1,19/03/2023,Hawthorn,Essendon,CD_M20230140108
2023,1,19/03/2023,St Kilda,Fremantle,CD_M20230140109
2023,2,23/03/2023,Carlton,Geelong,CD_M20230140201
2023,2,24/03/2023,Brisbane Lions,Melbourne,CD_M20230140202
2023,2,25/03/2023,Collingwood,Port Adelaide,CD_M20230140203
2023,2,25/03/2023,Adelaide,Richmond,CD_M20230140204
2023,2,25/03/2023,Western Bulldogs,St Kilda,CD_M20230140205
2023,2,25/03/2023,Fremantle,North Melbourne,CD_M20230140206
2023,2,26/03/2023,Sydney,Hawthorn,CD_M20230140207
2023,2,26/03/2023,Essendon,Gold Coast,CD_M20230140208
2023,2,26/03/2023,West Coast,Greater Western Sydney,CD_M20230140209
2023,3,30/03/2023,Western Bulldogs,Brisbane Lions,CD_M20230140301
2023,3,31/03/2023,Collingwood,Richmond,CD_M20230140302
2023,3,1/04/2023,Hawthorn,North Melbourne,CD_M20230140303
2023,3,1/04/2023,Greater Western Sydney,Carlton,CD_M20230140304
2023,3,1/04/2023,St Kilda,Essendon,CD_M20230140305
2023,3,1/04/2023,Port Adelaide,Adelaide,CD_M20230140306
2023,3,2/04/2023,Gold Coast,Geelong,CD_M20230140307
2023,3,2/04/2023,Melbourne,Sydney,CD_M20230140308
2023,3,2/04/2023,Fremantle,West Coast,CD_M20230140309
2023,4,6/04/2023,Brisbane Lions,Collingwood,CD_M20230140401
2023,4,7/04/2023,North Melbourne,Carlton,CD_M20230140402
2023,4,8/04/2023,Adelaide,Fremantle,CD_M20230140403
2023,4,8/04/2023,Richmond,Western Bulldogs,CD_M20230140404
2023,4,8/04/2023,St Kilda,Gold Coast,CD_M20230140405
2023,4,8/04/2023,Sydney,Port Adelaide,CD_M20230140406
2023,4,9/04/2023,Essendon,Greater Western Sydney,CD_M20230140407
2023,4,9/04/2023,West Coast,Melbourne,CD_M20230140408
2023,4,10/04/2023,Geelong,Hawthorn,CD_M20230140409
2023,5,13/04/2023,Adelaide,Carlton,CD_M20230140501
2023,5,14/04/2023,Fremantle,Gold Coast,CD_M20230140502
2023,5,14/04/2023,Richmond,Sydney,CD_M20230140503
2023,5,15/04/2023,Brisbane Lions,North Melbourne,CD_M20230140504
2023,5,15/04/2023,Essendon,Melbourne,CD_M20230140505
2023,5,15/04/2023,Port Adelaide,Western Bulldogs,CD_M20230140506
2023,5,16/04/2023,Geelong,West Coast,CD_M20230140507
2023,5,16/04/2023,Greater Western Sydney,Hawthorn,CD_M20230140508
2023,5,16/04/2023,Collingwood,St Kilda,CD_M20230140509
2023,6,21/04/2023,Fremantle,Western Bulldogs,CD_M20230140601
2023,6,22/04/2023,Port Adelaide,West Coast,CD_M20230140602
2023,6,22/04/2023,Greater Western Sydney,Brisbane Lions,CD_M20230140603
2023,6,22/04/2023,Geelong,Sydney,CD_M20230140604
2023,6,23/04/2023,Hawthorn,Adelaide,CD_M20230140605
2023,6,23/04/2023,Carlton,St Kilda,CD_M20230140606
2023,6,23/04/2023,Gold Coast,North Melbourne,CD_M20230140607
2023,6,24/04/2023,Melbourne,Richmond,CD_M20230140608
2023,6,25/04/2023,Collingwood,Essendon,CD_M20230140609
2023,7,28/04/2023,St Kilda,Port Adelaide,CD_M20230140701
2023,7,29/04/2023,Brisbane Lions,Fremantle,CD_M20230140702
2023,7,29/04/2023,Sydney,Greater Western Sydney,CD_M20230140703
2023,7,29/04/2023,Western Bulldogs,Hawthorn,CD_M20230140704
2023,7,29/04/2023,Melbourne,North Melbourne,CD_M20230140705
2023,7,29/04/2023,West Coast,Carlton,CD_M20230140706
2023,7,30/04/2023,Essendon,Geelong,CD_M20230140707
2023,7,30/04/2023,Richmond,Gold Coast,CD_M20230140708
2023,7,30/04/2023,Adelaide,Collingwood,CD_M20230140709
2023,8,5/05/2023,Carlton,Brisbane Lions,CD_M20230140801
2023,8,6/05/2023,Richmond,West Coast,CD_M20230140802
2023,8,6/05/2023,Geelong,Adelaide,CD_M20230140803
2023,8,6/05/2023,Gold Coast,Melbourne,CD_M20230140804
2023,8,6/05/2023,Greater Western Sydney,Western Bulldogs,CD_M20230140805
2023,8,6/05/2023,Fremantle,Hawthorn,CD_M20230140806
2023,8,7/05/2023,Port Adelaide,Essendon,CD_M20230140807
2023,8,7/05/2023,Collingwood,Sydney,CD_M20230140808
2023,8,7/05/2023,North Melbourne,St Kilda,CD_M20230140809
2023,9,12/05/2023,Richmond,Geelong,CD_M20230140901
2023,9,12/05/2023,West Coast,Gold Coast,CD_M20230140902
2023,9,13/05/2023,Sydney,Fremantle,CD_M20230140903
2023,9,13/05/2023,North Melbourne,Port Adelaide,CD_M20230140904
2023,9,13/05/2023,Hawthorn,Melbourne,CD_M20230140905
2023,9,13/05/2023,Brisbane Lions,Essendon,CD_M20230140906
2023,9,13/05/2023,Carlton,Western Bulldogs,CD_M20230140907
2023,9,14/05/2023,Adelaide,St Kilda,CD_M20230140908
2023,9,14/05/2023,Collingwood,Greater Western Sydney,CD_M20230140909
2023,10,19/05/2023,Port Adelaide,Melbourne,CD_M20230141001
2023,10,20/05/2023,North Melbourne,Sydney,CD_M20230141002
2023,10,20/05/2023,Western Bulldogs,Adelaide,CD_M20230141003
2023,10,20/05/2023,Fremantle,Geelong,CD_M20230141004
2023,10,20/05/2023,Brisbane Lions,Gold Coast,CD_M20230141005
2023,10,20/05/2023,Essendon,Richmond,CD_M20230141006
2023,10,21/05/2023,Hawthorn,West Coast,CD_M20230141007
2023,10,21/05/2023,Carlton,Collingwood,CD_M20230141008
2023,10,21/05/2023,Greater Western Sydney,St Kilda,CD_M20230141009
2023,11,26/05/2023,Sydney,Carlton,CD_M20230141101
2023,11,27/05/2023,St Kilda,Hawthorn,CD_M20230141102
2023,11,27/05/2023,Melbourne,Fremantle,CD_M20230141103
2023,11,27/05/2023,Geelong,Greater Western Sydney,CD_M20230141104
2023,11,27/05/2023,Gold Coast,Western Bulldogs,CD_M20230141105
2023,11,27/05/2023,West Coast,Essendon,CD_M20230141106
2023,11,28/05/2023,Richmond,Port Adelaide,CD_M20230141107
2023,11,28/05/2023,Collingwood,North Melbourne,CD_M20230141108
2023,11,28/05/2023,Adelaide,Brisbane Lions,CD_M20230141109
2023,12,2/06/2023,Melbourne,Carlton,CD_M20230141201
2023,12,3/06/2023,Port Adelaide,Hawthorn,CD_M20230141202
2023,12,3/06/2023,West Coast,Collingwood,CD_M20230141203
2023,12,3/06/2023,Western Bulldogs,Geelong,CD_M20230141204
2023,12,3/06/2023,Gold Coast,Adelaide,CD_M20230141205
2023,12,4/06/2023,Greater Western Sydney,Richmond,CD_M20230141206
2023,12,4/06/2023,Essendon,North Melbourne,CD_M20230141207
2023,13,8/06/2023,Sydney,St Kilda,CD_M20230141301
2023,13,9/06/2023,Western Bulldogs,Port Adelaide,CD_M20230141302
2023,13,10/06/2023,Hawthorn,Brisbane Lions,CD_M20230141303
2023,13,10/06/2023,Adelaide,West Coast,CD_M20230141304
2023,13,10/06/2023,Fremantle,Richmond,CD_M20230141305
2023,13,11/06/2023,North Melbourne,Greater Western Sydney,CD_M20230141306
2023,13,11/06/2023,Carlton,Essendon,CD_M20230141307
2023,13,12/06/2023,Melbourne,Collingwood,CD_M20230141308
2023,14,15/06/2023,Port Adelaide,Geelong,CD_M20230141401
2023,14,16/06/2023,Brisbane Lions,Sydney,CD_M20230141402
2023,14,17/06/2023,Greater Western Sydney,Fremantle,CD_M20230141403
2023,14,17/06/2023,Richmond,St Kilda,CD_M20230141404
2023,14,18/06/2023,Carlton,Gold Coast,CD_M20230141405
2023,14,18/06/2023,North Melbourne,Western Bulldogs,CD_M20230141406
2023,15,22/06/2023,Geelong,Melbourne,CD_M20230141501
2023,15,23/06/2023,St Kilda,Brisbane Lions,CD_M20230141502
2023,15,24/06/2023,Sydney,West Coast,CD_M20230141503
2023,15,24/06/2023,Fremantle,Essendon,CD_M20230141504
2023,15,25/06/2023,Collingwood,Adelaide,CD_M20230141505
2023,15,25/06/2023,Gold Coast,Hawthorn,CD_M20230141506
2023,16,29/06/2023,Brisbane Lions,Richmond,CD_M20230141602
2023,16,30/06/2023,Sydney,Geelong,CD_M20230141607
2023,16,1/07/2023,Adelaide,North Melbourne,CD_M20230141601
2023,16,1/07/2023,Western Bulldogs,Fremantle,CD_M20230141609
2023,16,1/07/2023,Gold Coast,Collingwood,CD_M20230141604
2023,16,1/07/2023,Essendon,Port Adelaide,CD_M20230141603
2023,16,2/07/2023,Hawthorn,Carlton,CD_M20230141605
2023,16,2/07/2023,Melbourne,Greater Western Sydney,CD_M20230141606
2023,16,2/07/2023,West Coast,St Kilda,CD_M20230141608
2023,17,6/07/2023,Richmond,Sydney,CD_M20230141707
2023,17,7/07/2023,Western Bulldogs,Collingwood,CD_M20230141709
2023,17,8/07/2023,Brisbane Lions,West Coast,CD_M20230141701
2023,17,8/07/2023,Greater Western Sydney,Hawthorn,CD_M20230141705
2023,17,8/07/2023,St Kilda,Melbourne,CD_M20230141708
2023,17,8/07/2023,Port Adelaide,Gold Coast,CD_M20230141706
2023,17,9/07/2023,Geelong,North Melbourne,CD_M20230141704
2023,17,9/07/2023,Essendon,Adelaide,CD_M20230141702
2023,17,9/07/2023,Fremantle,Carlton,CD_M20230141703
2023,18,13/07/2023,Sydney,Western Bulldogs,CD_M20230141808
2023,18,14/07/2023,Melbourne,Brisbane Lions,CD_M20230141806
2023,18,15/07/2023,Collingwood,Fremantle,CD_M20230141803
2023,18,15/07/2023,Gold Coast,St Kilda,CD_M20230141805
2023,18,15/07/2023,Carlton,Port Adelaide,CD_M20230141802
2023,18,15/07/2023,Geelong,Essendon,CD_M20230141804
2023,18,15/07/2023,Adelaide,Greater Western Sydney,CD_M20230141801
2023,18,16/07/2023,North Melbourne,Hawthorn,CD_M20230141807
2023,18,16/07/2023,West Coast,Richmond,CD_M20230141809
2023,19,21/07/2023,Essendon,Western Bulldogs,CD_M20230141903
2023,19,22/07/2023,Richmond,Hawthorn,CD_M20230141908
2023,19,22/07/2023,Carlton,West Coast,CD_M20230141902
2023,19,22/07/2023,Brisbane Lions,Geelong,CD_M20230141901
2023,19,22/07/2023,Fremantle,Sydney,CD_M20230141904
2023,19,22/07/2023,Port Adelaide,Collingwood,CD_M20230141907
2023,19,23/07/2023,Greater Western Sydney,Gold Coast,CD_M20230141905
2023,19,23/07/2023,Melbourne,Adelaide,CD_M20230141906
2023,19,23/07/2023,St Kilda,North Melbourne,CD_M20230141909
2023,20,28/07/2023,Collingwood,Carlton,CD_M20230142002
2023,20,29/07/2023,Geelong,Fremantle,CD_M20230142004
2023,20,29/07/2023,Western Bulldogs,Greater Western Sydney,CD_M20230142009
2023,20,29/07/2023,Gold Coast,Brisbane Lions,CD_M20230142005
2023,20,29/07/2023,Essendon,Sydney,CD_M20230142003
2023,20,29/07/2023,Adelaide,Port Adelaide,CD_M20230142001
2023,20,30/07/2023,Hawthorn,St Kilda,CD_M20230142006
2023,20,30/07/2023,Richmond,Melbourne,CD_M20230142007
2023,20,30/07/2023,West Coast,North Melbourne,CD_M20230142008
2023,21,4/08/2023,Western Bulldogs,Richmond,CD_M20230142109
2023,21,5/08/2023,Essendon,West Coast,CD_M20230142102
2023,21,5/08/2023,Adelaide,Gold Coast,CD_M20230142101
2023,21,5/08/2023,Hawthorn,Collingwood,CD_M20230142106
2023,21,5/08/2023,Geelong,Port Adelaide,CD_M20230142104
2023,21,5/08/2023,Greater Western Sydney,Sydney,CD_M20230142105
2023,21,6/08/2023,North Melbourne,Melbourne,CD_M20230142107
2023,21,6/08/2023,St Kilda,Carlton,CD_M20230142108
2023,21,6/08/2023,Fremantle,Brisbane Lions,CD_M20230142103
2023,22,11/08/2023,Collingwood,Geelong,CD_M20230142203
2023,22,12/08/2023,North Melbourne,Essendon,CD_M20230142205
2023,22,12/08/2023,Sydney,Gold Coast,CD_M20230142208
2023,22,12/08/2023,Brisbane Lions,Adelaide,CD_M20230142202
2023,22,12/08/2023,Carlton,Melbourne,CD_M20230142201
2023,22,12/08/2023,West Coast,Fremantle,CD_M20230142209
2023,22,13/08/2023,Hawthorn,Western Bulldogs,CD_M20230142204
2023,22,13/08/2023,St Kilda,Richmond,CD_M20230142207
2023,22,13/08/2023,Port Adelaide,Greater Western Sydney,CD_M20230142206
2023,23,18/08/2023,Collingwood,Brisbane Lions,CD_M20230142302
2023,23,19/08/2023,Richmond,North Melbourne,CD_M20230142307
2023,23,19/08/2023,Gold Coast,Carlton,CD_M20230142304
2023,23,19/08/2023,Greater Western Sydney,Essendon,CD_M20230142305
2023,23,19/08/2023,St Kilda,Geelong,CD_M20230142308
2023,23,19/08/2023,Adelaide,Sydney,CD_M20230142301
2023,23,20/08/2023,Western Bulldogs,West Coast,CD_M20230142309
2023,23,20/08/2023,Melbourne,Hawthorn,CD_M20230142306
2023,23,20/08/2023,Fremantle,Port Adelaide,CD_M20230142303
2023,24,25/08/2023,Essendon,Collingwood,CD_M20230142403
2023,24,26/08/2023,Hawthorn,Fremantle,CD_M20230142405
2023,24,26/08/2023,North Melbourne,Gold Coast,CD_M20230142406
2023,24,26/08/2023,Brisbane Lions,St Kilda,CD_M20230142401
2023,24,26/08/2023,Geelong,Western Bulldogs,CD_M20230142404
2023,24,26/08/2023,West Coast,Adelaide,CD_M20230142409
2023,24,27/08/2023,Port Adelaide,Richmond,CD_M20230142407
2023,24,27/08/2023,Sydney,Melbourne,CD_M20230142408
2023,24,27/08/2023,Carlton,Greater Western Sydney,CD_M20230142402
2023,QF,7/09/2023,Collingwood,Melbourne,CD_M20230142501
2023,EF,8/09/2023,Carlton,Sydney,CD_M20230142502
2023,EF,9/09/2023,St Kilda,Greater Western Sydney,CD_M20230142503
2023,QF,9/09/2023,Brisbane Lions,Port Adelaide,CD_M20230142504
2023,SF,15/09/2023,Melbourne,Carlton,CD_M20230142601
2023,SF,16/09/2023,Port Adelaide,Greater Western Sydney,CD_M20230142602
2023,PF,22/09/2023,Collingwood,Greater Western Sydney,CD_M20230142701
2023,PF,23/09/2023,Brisbane Lions,Carlton,CD_M20230142702
2023,GF,30/09/2023,Collingwood,Brisbane Lions,CD_M20230142801
2024,1,7/03/2024,Sydney,Melbourne,CD_M20240140001
2024,1,8/03/2024,Brisbane Lions,Carlton,CD_M20240140002
2024,1,9/03/2024,Gold Coast,Richmond,CD_M20240140003
2024,1,9/03/2024,Greater Western Sydney,Collingwood,CD_M20240140004
2024,2,14/03/2024,Carlton,Richmond,CD_M20240140101
2024,2,15/03/2024,Collingwood,Sydney,CD_M20240140102
2024,2,16/03/2024,Essendon,Hawthorn,CD_M20240140103
2024,2,16/03/2024,Greater Western Sydney,North Melbourne,CD_M20240140104
2024,2,16/03/2024,Geelong,St Kilda,CD_M20240140105
2024,2,16/03/2024,Gold Coast,Adelaide,CD_M20240140106
2024,2,17/03/2024,Melbourne,Western Bulldogs,CD_M20240140107
2024,2,17/03/2024,Port Adelaide,West Coast,CD_M20240140108
2024,2,17/03/2024,Fremantle,Brisbane Lions,CD_M20240140109
2024,3,21/03/2024,St Kilda,Collingwood,CD_M20240140201
2024,3,22/03/2024,Adelaide,Geelong,CD_M20240140202
2024,3,23/03/2024,North Melbourne,Fremantle,CD_M20240140203
2024,3,23/03/2024,Hawthorn,Melbourne,CD_M20240140204
2024,3,23/03/2024,Sydney,Essendon,CD_M20240140205
2024,3,24/03/2024,Western Bulldogs,Gold Coast,CD_M20240140206
2024,3,24/03/2024,Richmond,Port Adelaide,CD_M20240140207
2024,3,24/03/2024,West Coast,Greater Western Sydney,CD_M20240140208
2024,4,28/03/2024,Brisbane Lions,Collingwood,CD_M20240140301
2024,4,29/03/2024,North Melbourne,Carlton,CD_M20240140302
2024,4,29/03/2024,Fremantle,Adelaide,CD_M20240140303
2024,4,30/03/2024,Essendon,St Kilda,CD_M20240140304
2024,4,30/03/2024,Port Adelaide,Melbourne,CD_M20240140305
2024,4,31/03/2024,Western Bulldogs,West Coast,CD_M20240140306
2024,4,31/03/2024,Richmond,Sydney,CD_M20240140307
2024,4,1/04/2024,Hawthorn,Geelong,CD_M20240140308
2024,5,4/04/2024,Adelaide,Melbourne,CD_M20240140401
2024,5,5/04/2024,Brisbane Lions,North Melbourne,CD_M20240140402
2024,5,5/04/2024,Port Adelaide,Essendon,CD_M20240140403
2024,5,6/04/2024,West Coast,Sydney,CD_M20240140404
2024,5,6/04/2024,Fremantle,Carlton,CD_M20240140405
2024,5,6/04/2024,Western Bulldogs,Geelong,CD_M20240140406
