Season,Round,Date,Home.team,Away.team,providerId
2024,5,7/04/2024,Gold Coast,Greater Western Sydney,CD_M20240140407
2024,5,7/04/2024,Richmond,St Kilda,CD_M20240140408
2024,5,7/04/2024,Collingwood,Hawthorn,CD_M20240140409
2024,6,11/04/2024,Melbourne,Brisbane Lions,CD_M20240140501
2024,6,12/04/2024,Western Bulldogs,Essendon,CD_M20240140502
2024,6,13/04/2024,Greater Western Sydney,St Kilda,CD_M20240140503
2024,6,13/04/2024,Carlton,Adelaide,CD_M20240140504
2024,6,13/04/2024,Gold Coast,Hawthorn,CD_M20240140505
2024,6,13/04/2024,Port Adelaide,Fremantle,CD_M20240140506
2024,6,14/04/2024,Geelong,North Melbourne,CD_M20240140507
2024,6,14/04/2024,West Coast,Richmond,CD_M20240140508
2024,7,18/04/2024,St Kilda,Western Bulldogs,CD_M20240140601
2024,7,19/04/2024,Adelaide,Essendon,CD_M20240140602
2024,7,20/04/2024,Collingwood,Port Adelaide,CD_M20240140603
2024,7,20/04/2024,Carlton,Greater Western Sydney,CD_M20240140604
2024,7,20/04/2024,Brisbane Lions,Geelong,CD_M20240140605
2024,7,20/04/2024,West Coast,Fremantle,CD_M20240140606
2024,7,21/04/2024,Sydney,Gold Coast,CD_M20240140607
2024,7,21/04/2024,North Melbourne,Hawthorn,CD_M20240140608
2024,8,24/04/2024,Richmond,Melbourne,CD_M20240140701
2024,8,25/04/2024,Essendon,Collingwood,CD_M20240140702
2024,8,25/04/2024,Greater Western Sydney,Brisbane Lions,CD_M20240140703
2024,8,26/04/2024,Port Adelaide,St Kilda,CD_M20240140704
2024,8,27/04/2024,North Melbourne,Adelaide,CD_M20240140705
2024,8,27/04/2024,Geelong,Carlton,CD_M20240140706
2024,8,27/04/2024,Fremantle,Western Bulldogs,CD_M20240140707
2024,8,28/04/2024,Gold Coast,West Coast,CD_M20240140708
2024,8,28/04/2024,Hawthorn,Sydney,CD_M20240140709
2024,9,2/05/2024,Adelaide,Port Adelaide,CD_M20240140801
2024,9,3/05/2024,Carlton,Collingwood,CD_M20240140802
2024,9,4/05/2024,Sydney,Greater Western Sydney,CD_M20240140803
2024,9,4/05/2024,St Kilda,North Melbourne,CD_M20240140804
2024,9,4/05/2024,Melbourne,Geelong,CD_M20240140805
2024,9,4/05/2024,West Coast,Essendon,CD_M20240140806
2024,9,5/05/2024,Richmond,Fremantle,CD_M20240140807
2024,9,5/05/2024,Western Bulldogs,Hawthorn,CD_M20240140808
2024,9,5/05/2024,Brisbane Lions,Gold Coast,CD_M20240140809
2024,10,9/05/2024,Carlton,Melbourne,CD_M20240140901
2024,10,10/05/2024,Geelong,Port Adelaide,CD_M20240140902
2024,10,10/05/2024,Fremantle,Sydney,CD_M20240140903
2024,10,11/05/2024,Hawthorn,St Kilda,CD_M20240140904
2024,10,11/05/2024,Essendon,Greater Western Sydney,CD_M20240140905
2024,10,11/05/2024,Richmond,Western Bulldogs,CD_M20240140906
2024,10,11/05/2024,Gold Coast,North Melbourne,CD_M20240140907
2024,10,12/05/2024,Collingwood,West Coast,CD_M20240140908
2024,10,12/05/2024,Adelaide,Brisbane Lions,CD_M20240140909
2024,11,16/05/2024,Gold Coast,Geelong,CD_M20240141001
2024,11,17/05/2024,Sydney,Carlton,CD_M20240141002
2024,11,18/05/2024,Collingwood,Adelaide,CD_M20240141003
2024,11,18/05/2024,Greater Western Sydney,Western Bulldogs,CD_M20240141004
2024,11,18/05/2024,St Kilda,Fremantle,CD_M20240141005
2024,11,18/05/2024,Brisbane Lions,Richmond,CD_M20240141006
2024,11,19/05/2024,Essendon,North Melbourne,CD_M20240141007
2024,11,19/05/2024,Port Adelaide,Hawthorn,CD_M20240141008
2024,11,19/05/2024,West Coast,Melbourne,CD_M20240141009
2024,12,23/05/2024,Western Bulldogs,Sydney,CD_M20240141101
2024,12,24/05/2024,Fremantle,Collingwood,CD_M20240141102
2024,12,25/05/2024,North Melbourne,Port Adelaide,CD_M20240141103
2024,12,25/05/2024,Carlton,Gold Coast,CD_M20240141104
2024,12,25/05/2024,Geelong,Greater Western Sydney,CD_M20240141105
2024,12,25/05/2024,Richmond,Essendon,CD_M20240141106
2024,12,26/05/2024,Hawthorn,Brisbane Lions,CD_M20240141107
2024,12,26/05/2024,Melbourne,St Kilda,CD_M20240141108
2024,12,26/05/2024,Adelaide,West Coast,CD_M20240141109
2024,13,30/05/2024,Port Adelaide,Carlton,CD_M20240141201
2024,13,31/05/2024,Collingwood,Western Bulldogs,CD_M20240141202
2024,13,1/06/2024,Hawthorn,Adelaide,CD_M20240141203
2024,13,1/06/2024,West Coast,St Kilda,CD_M20240141204
2024,13,1/06/2024,Geelong,Richmond,CD_M20240141205
2024,13,2/06/2024,Melbourne,Fremantle,CD_M20240141206
2024,13,2/06/2024,Gold Coast,Essendon,CD_M20240141207
2024,14,6/06/2024,Adelaide,Richmond,CD_M20240141301
2024,14,7/06/2024,Western Bulldogs,Brisbane Lions,CD_M20240141302
2024,14,8/06/2024,Hawthorn,Greater Western Sydney,CD_M20240141303
2024,14,8/06/2024,West Coast,North Melbourne,CD_M20240141304
2024,14,8/06/2024,St Kilda,Gold Coast,CD_M20240141305
2024,14,9/06/2024,Sydney,Geelong,CD_M20240141306
2024,14,9/06/2024,Essendon,Carlton,CD_M20240141307
2024,14,10/06/2024,Collingwood,Melbourne,CD_M20240141308
2024,15,14/06/2024,Brisbane Lions,St Kilda,CD_M20240141401
2024,15,15/06/2024,Western Bulldogs,Fremantle,CD_M20240141402
2024,15,15/06/2024,Richmond,Hawthorn,CD_M20240141403
2024,15,15/06/2024,Adelaide,Sydney,CD_M20240141404
2024,15,16/06/2024,North Melbourne,Collingwood,CD_M20240141405
2024,15,16/06/2024,Greater Western Sydney,Port Adelaide,CD_M20240141406
2024,16,21/06/2024,Carlton,Geelong,CD_M20240141501
2024,16,22/06/2024,Port Adelaide,Brisbane Lions,CD_M20240141502
2024,16,22/06/2024,Greater Western Sydney,Sydney,CD_M20240141503
2024,16,22/06/2024,Melbourne,North Melbourne,CD_M20240141504
2024,16,23/06/2024,Essendon,West Coast,CD_M20240141505
2024,16,23/06/2024,Fremantle,Gold Coast,CD_M20240141506
2024,17,28/06/2024,Brisbane Lions,Melbourne,CD_M20240141602
2024,17,29/06/2024,North Melbourne,Western Bulldogs,CD_M20240141605
2024,17,29/06/2024,Sydney,Fremantle,CD_M20240141608
2024,17,29/06/2024,Gold Coast,Collingwood,CD_M20240141604
2024,17,29/06/2024,Adelaide,Greater Western Sydney,CD_M20240141601
2024,17,29/06/2024,Geelong,Essendon,CD_M20240141603
2024,17,30/06/2024,St Kilda,Port Adelaide,CD_M20240141607
2024,17,30/06/2024,Richmond,Carlton,CD_M20240141606
2024,17,30/06/2024,West Coast,Hawthorn,CD_M20240141609
2024,18,5/07/2024,Collingwood,Essendon,CD_M20240141702
2024,18,6/07/2024,North Melbourne,Gold Coast,CD_M20240141707
2024,18,6/07/2024,Port Adelaide,Western Bulldogs,CD_M20240141708
2024,18,6/07/2024,Geelong,Hawthorn,CD_M20240141704
2024,18,6/07/2024,Greater Western Sydney,Carlton,CD_M20240141705
2024,18,6/07/2024,Fremantle,Richmond,CD_M20240141703
2024,18,7/07/2024,Melbourne,West Coast,CD_M20240141706
2024,18,7/07/2024,St Kilda,Sydney,CD_M20240141709
2024,18,7/07/2024,Brisbane Lions,Adelaide,CD_M20240141701
2024,19,12/07/2024,Collingwood,Geelong,CD_M20240141802
2024,19,13/07/2024,Hawthorn,Fremantle,CD_M20240141804
2024,19,13/07/2024,Sydney,North Melbourne,CD_M20240141807
2024,19,13/07/2024,Western Bulldogs,Carlton,CD_M20240141809
2024,19,13/07/2024,Adelaide,St Kilda,CD_M20240141801
2024,19,13/07/2024,Melbourne,Essendon,CD_M20240141805
2024,19,14/07/2024,Gold Coast,Port Adelaide,CD_M20240141803
2024,19,14/07/2024,Richmond,Greater Western Sydney,CD_M20240141806
2024,19,14/07/2024,West Coast,Brisbane Lions,CD_M20240141808
2024,20,19/07/2024,Essendon,Adelaide,CD_M20240141903
2024,20,20/07/2024,Greater Western Sydney,Gold Coast,CD_M20240141906
2024,20,20/07/2024,St Kilda,West Coast,CD_M20240141909
2024,20,20/07/2024,Hawthorn,Collingwood,CD_M20240141907
2024,20,20/07/2024,Geelong,Western Bulldogs,CD_M20240141905
2024,20,20/07/2024,Port Adelaide,Richmond,CD_M20240141908
2024,20,21/07/2024,Brisbane Lions,Sydney,CD_M20240141901
2024,20,21/07/2024,Fremantle,Melbourne,CD_M20240141904
2024,20,21/07/2024,Carlton,North Melbourne,CD_M20240141902
2024,21,26/07/2024,Carlton,Port Adelaide,CD_M20240142002
2024,21,27/07/2024,North Melbourne,Geelong,CD_M20240142007
2024,21,27/07/2024,Gold Coast,Brisbane Lions,CD_M20240142005
2024,21,27/07/2024,St Kilda,Essendon,CD_M20240142008
2024,21,27/07/2024,Melbourne,Greater Western Sydney,CD_M20240142006
2024,21,27/07/2024,Fremantle,West Coast,CD_M20240142004
2024,21,28/07/2024,Collingwood,Richmond,CD_M20240142003
2024,21,28/07/2024,Sydney,Western Bulldogs,CD_M20240142009
2024,21,28/07/2024,Adelaide,Hawthorn,CD_M20240142001
2024,22,2/08/2024,Western Bulldogs,Melbourne,CD_M20240142109
2024,22,2/08/2024,West Coast,Gold Coast,CD_M20240142108
2024,22,3/08/2024,North Melbourne,Richmond,CD_M20240142105
2024,22,3/08/2024,Geelong,Adelaide,CD_M20240142103
2024,22,3/08/2024,Collingwood,Carlton,CD_M20240142101
2024,22,3/08/2024,Port Adelaide,Sydney,CD_M20240142106
2024,22,4/08/2024,Greater Western Sydney,Hawthorn,CD_M20240142104
2024,22,4/08/2024,Essendon,Fremantle,CD_M20240142102
2024,22,4/08/2024,St Kilda,Brisbane Lions,CD_M20240142107
2024,23,9/08/2024,Sydney,Collingwood,CD_M20240142209
2024,23,10/08/2024,Brisbane Lions,Greater Western Sydney,CD_M20240142202
2024,23,10/08/2024,North Melbourne,West Coast,CD_M20240142207
2024,23,10/08/2024,Fremantle,Geelong,CD_M20240142205
2024,23,10/08/2024,Essendon,Gold Coast,CD_M20240142204
2024,23,10/08/2024,Melbourne,Port Adelaide,CD_M20240142206
2024,23,11/08/2024,Carlton,Hawthorn,CD_M20240142203
2024,23,11/08/2024,Richmond,St Kilda,CD_M20240142208
2024,23,11/08/2024,Adelaide,Western Bulldogs,CD_M20240142201
2024,24,16/08/2024,Essendon,Sydney,CD_M20240142302
2024,24,17/08/2024,Gold Coast,Melbourne,CD_M20240142303
2024,24,17/08/2024,Greater Western Sydney,Fremantle,CD_M20240142304
2024,24,17/08/2024,Collingwood,Brisbane Lions,CD_M20240142301
2024,24,17/08/2024,Port Adelaide,Adelaide,CD_M20240142306
2024,24,17/08/2024,St Kilda,Geelong,CD_M20240142307
2024,24,18/08/2024,Western Bulldogs,North Melbourne,CD_M20240142309
2024,24,18/08/2024,Hawthorn,Richmond,CD_M20240142305
2024,24,18/08/2024,West Coast,Carlton,CD_M20240142308
2024,25,23/08/2024,Melbourne,Collingwood,CD_M20240142406
2024,25,24/08/2024,Hawthorn,North Melbourne,CD_M20240142405
2024,25,24/08/2024,Geelong,West Coast,CD_M20240142404
2024,25,24/08/2024,Richmond,Gold Coast,CD_M20240142407
2024,25,24/08/2024,Brisbane Lions,Essendon,CD_M20240142401
2024,25,24/08/2024,Sydney,Adelaide,CD_M20240142408
2024,25,25/08/2024,Western Bulldogs,Greater Western Sydney,CD_M20240142409
2024,25,25/08/2024,Carlton,St Kilda,CD_M20240142402
2024,25,25/08/2024,Fremantle,Port Adelaide,CD_M20240142403
2024,QF,5/09/2024,Port Adelaide,Geelong,CD_M20240142501
2024,EF,6/09/2024,Western Bulldogs,Hawthorn,CD_M20240142502
2024,QF,7/09/2024,Sydney,Greater Western Sydney,CD_M20240142503
2024,EF,7/09/2024,Brisbane Lions,Carlton,CD_M20240142504
2024,SF,13/09/2024,Port Adelaide,Hawthorn,CD_M20240142601
2024,SF,14/09/2024,Greater Western Sydney,Brisbane Lions,CD_M20240142602
2024,PF,20/09/2024,Sydney,Port Adelaide,CD_M20240142701
2024,PF,21/09/2024,Geelong,Brisbane Lions,CD_M20240142702
2024,GF,28/09/2024,Sydney,Brisbane Lions,CD_M20240142801
2025,1,7/03/2025,Sydney,Hawthorn,CD_M20250140002
2025,1,9/03/2025,Greater Western Sydney,Collingwood,CD_M20250140004
2025,2,13/03/2025,Richmond,Carlton,CD_M20250140101
2025,2,14/03/2025,Hawthorn,Essendon,CD_M20250140102
2025,2,15/03/2025,Geelong,Fremantle,CD_M20250140103
2025,2,15/03/2025,Sydney,Brisbane Lions,CD_M20250140104
2025,2,15/03/2025,Western Bulldogs,North Melbourne,CD_M20250140105
2025,2,15/03/2025,Collingwood,Port Adelaide,CD_M20250140106
2025,2,16/03/2025,Adelaide,St Kilda,CD_M20250140107
2025,2,16/03/2025,Melbourne,Greater Western Sydney,CD_M20250140108
2025,2,16/03/2025,West Coast,Gold Coast,CD_M20250140109
2025,3,20/03/2025,Carlton,Hawthorn,CD_M20250140201
2025,3,21/03/2025,Western Bulldogs,Collingwood,CD_M20250140202
2025,3,22/03/2025,Essendon,Adelaide,CD_M20250140203
2025,3,22/03/2025,Port Adelaide,Richmond,CD_M20250140204
2025,3,22/03/2025,St Kilda,Geelong,CD_M20250140205
2025,3,23/03/2025,Brisbane Lions,West Coast,CD_M20250140206
2025,3,23/03/2025,North Melbourne,Melbourne,CD_M20250140207
2025,3,23/03/2025,Fremantle,Sydney,CD_M20250140208
2025,4,27/03/2025,Essendon,Port Adelaide,CD_M20250140301
2025,4,28/03/2025,Carlton,Western Bulldogs,CD_M20250140302
2025,4,29/03/2025,Melbourne,Gold Coast,CD_M20250140303
2025,4,29/03/2025,St Kilda,Richmond,CD_M20250140304
2025,4,29/03/2025,Hawthorn,Greater Western Sydney,CD_M20250140305
2025,4,29/03/2025,Brisbane Lions,Geelong,CD_M20250140308
2025,4,30/03/2025,Adelaide,North Melbourne,CD_M20250140306
2025,4,30/03/2025,West Coast,Fremantle,CD_M20250140307
2025,5,3/04/2025,Collingwood,Carlton,CD_M20250140401
2025,5,4/04/2025,Geelong,Melbourne,CD_M20250140402
2025,5,5/04/2025,Gold Coast,Adelaide,CD_M20250140403
2025,5,5/04/2025,Richmond,Brisbane Lions,CD_M20250140404
2025,5,5/04/2025,North Melbourne,Sydney,CD_M20250140405
2025,5,6/04/2025,Greater Western Sydney,West Coast,CD_M20250140406
2025,5,6/04/2025,Port Adelaide,St Kilda,CD_M20250140407
2025,5,6/04/2025,Fremantle,Western Bulldogs,CD_M20250140408
2025,6,10/04/2025,Adelaide,Geelong,CD_M20250140501
2025,6,11/04/2025,Collingwood,Sydney,CD_M20250140502
2025,6,12/04/2025,North Melbourne,Gold Coast,CD_M20250140504
2025,6,12/04/2025,Carlton,West Coast,CD_M20250140503
2025,6,12/04/2025,Western Bulldogs,Brisbane Lions,CD_M20250140505
2025,6,12/04/2025,Melbourne,Essendon,CD_M20250140506
2025,6,13/04/2025,Richmond,Fremantle,CD_M20250140507
2025,6,13/04/2025,St Kilda,Greater Western Sydney,CD_M20250140508
2025,6,13/04/2025,Port Adelaide,Hawthorn,CD_M20250140509
2025,7,17/04/2025,Brisbane Lions,Collingwood,CD_M20250140601
2025,7,18/04/2025,North Melbourne,Carlton,CD_M20250140602
2025,7,18/04/2025,West Coast,Essendon,CD_M20250140603
2025,7,19/04/2025,Melbourne,Fremantle,CD_M20250140604
2025,7,19/04/2025,Adelaide,Greater Western Sydney,CD_M20250140605
2025,7,19/04/2025,Richmond,Gold Coast,CD_M20250140606
2025,7,20/04/2025,Sydney,Port Adelaide,CD_M20250140607
2025,7,20/04/2025,Western Bulldogs,St Kilda,CD_M20250140608
2025,7,21/04/2025,Geelong,Hawthorn,CD_M20250140609
2025,8,24/04/2025,Melbourne,Richmond,CD_M20250140701
2025,8,25/04/2025,Collingwood,Essendon,CD_M20250140702
2025,8,25/04/2025,Fremantle,Adelaide,CD_M20250140703
2025,8,26/04/2025,St Kilda,Brisbane Lions,CD_M20250140705
2025,8,26/04/2025,Port Adelaide,North Melbourne,CD_M20250140704
2025,8,26/04/2025,Greater Western Sydney,Western Bulldogs,CD_M20250140706
2025,8,27/04/2025,Gold Coast,Sydney,CD_M20250140707
2025,8,27/04/2025,Carlton,Geelong,CD_M20250140708
2025,8,27/04/2025,Hawthorn,West Coast,CD_M20250140709
2025,9,1/05/2025,Essendon,North Melbourne,CD_M20250140801
2025,9,2/05/2025,St Kilda,Fremantle,CD_M20250140802
2025,9,3/05/2025,Western Bulldogs,Port Adelaide,CD_M20250140803
2025,9,3/05/2025,Adelaide,Carlton,CD_M20250140804
2025,9,3/05/2025,Collingwood,Geelong,CD_M20250140805
2025,9,3/05/2025,West Coast,Melbourne,CD_M20250140806
2025,9,4/05/2025,Sydney,Greater Western Sydney,CD_M20250140807
2025,9,4/05/2025,Hawthorn,Richmond,CD_M20250140808
2025,9,4/05/2025,Brisbane Lions,Gold Coast,CD_M20250140809
2025,10,8/05/2025,Fremantle,Collingwood,CD_M20250140901
2025,10,9/05/2025,St Kilda,Carlton,CD_M20250140902
2025,10,10/05/2025,Melbourne,Hawthorn,CD_M20250140903
2025,10,10/05/2025,Essendon,Sydney,CD_M20250140904
2025,10,10/05/2025,Gold Coast,Western Bulldogs,CD_M20250140905
2025,10,10/05/2025,Port Adelaide,Adelaide,CD_M20250140906
2025,10,11/05/2025,Richmond,West Coast,CD_M20250140907
2025,10,11/05/2025,Geelong,Greater Western Sydney,CD_M20250140908
2025,10,11/05/2025,North Melbourne,Brisbane Lions,CD_M20250140909
2025,11,15/05/2025,Gold Coast,Hawthorn,CD_M20250141001
2025,11,16/05/2025,Sydney,Carlton,CD_M20250141002
2025,11,17/05/2025,Collingwood,Adelaide,CD_M20250141003
2025,11,17/05/2025,Port Adelaide,Geelong,CD_M20250141004
2025,11,17/05/2025,Greater Western Sydney,Fremantle,CD_M20250141005
2025,11,17/05/2025,Western Bulldogs,Essendon,CD_M20250141006
2025,11,18/05/2025,Richmond,North Melbourne,CD_M20250141007
2025,11,18/05/2025,Brisbane Lions,Melbourne,CD_M20250141008
2025,11,18/05/2025,West Coast,St Kilda,CD_M20250141009
2025,12,22/05/2025,Geelong,Western Bulldogs,CD_M20250141101
2025,12,23/05/2025,Essendon,Richmond,CD_M20250141102
2025,12,24/05/2025,Carlton,Greater Western Sydney,CD_M20250141103
2025,12,24/05/2025,Hawthorn,Brisbane Lions,CD_M20250141104
2025,12,24/05/2025,North Melbourne,Collingwood,CD_M20250141105
2025,12,24/05/2025,Fremantle,Port Adelaide,CD_M20250141106
2025,12,25/05/2025,Adelaide,West Coast,CD_M20250141107
2025,12,25/05/2025,Melbourne,Sydney,CD_M20250141108
2025,12,25/05/2025,St Kilda,Gold Coast,CD_M20250141109
2025,13,29/05/2025,Brisbane Lions,Essendon,CD_M20250141201
2025,13,30/05/2025,Collingwood,Hawthorn,CD_M20250141202
2025,13,31/05/2025,Gold Coast,Fremantle,CD_M20250141203
2025,13,31/05/2025,Greater Western Sydney,Richmond,CD_M20250141204
2025,13,31/05/2025,Sydney,Adelaide,CD_M20250141205
2025,13,1/06/2025,Melbourne,St Kilda,CD_M20250141206
2025,13,1/06/2025,West Coast,Geelong,CD_M20250141207
2025,14,5/06/2025,Western Bulldogs,Hawthorn,CD_M20250141301
2025,14,6/06/2025,Adelaide,Brisbane Lions,CD_M20250141302
2025,14,7/06/2025,Richmond,Sydney,CD_M20250141303
2025,14,7/06/2025,Geelong,Gold Coast,CD_M20250141304
2025,14,7/06/2025,Greater Western Sydney,Port Adelaide,CD_M20250141305
2025,14,8/06/2025,North Melbourne,West Coast,CD_M20250141306
2025,14,8/06/2025,Carlton,Essendon,CD_M20250141307
2025,14,9/06/2025,Melbourne,Collingwood,CD_M20250141308
2025,15,12/06/2025,St Kilda,Western Bulldogs,CD_M20250141401
2025,15,13/06/2025,Hawthorn,Adelaide,CD_M20250141402
2025,15,14/06/2025,Brisbane Lions,Greater Western Sydney,CD_M20250141403
2025,15,14/06/2025,Essendon,Geelong,CD_M20250141404
2025,15,14/06/2025,North Melbourne,Fremantle,CD_M20250141405
2025,15,15/06/2025,Port Adelaide,Melbourne,CD_M20250141406
2025,15,15/06/2025,West Coast,Carlton,CD_M20250141407
2025,16,19/06/2025,Fremantle,Essendon,CD_M20250141501
2025,16,20/06/2025,Geelong,Brisbane Lions,CD_M20250141502
2025,16,21/06/2025,Carlton,North Melbourne,CD_M20250141503
2025,16,21/06/2025,Port Adelaide,Sydney,CD_M20250141504
2025,16,21/06/2025,Collingwood,St Kilda,CD_M20250141505
2025,16,22/06/2025,Greater Western Sydney,Gold Coast,CD_M20250141506
2025,16,22/06/2025,Western Bulldogs,Richmond,CD_M20250141507
2025,17,26/06/2025,Port Adelaide,Carlton,CD_M20250141601
2025,17,27/06/2025,Sydney,Western Bulldogs,CD_M20250141606
2025,17,28/06/2025,Gold Coast,Melbourne,CD_M20250141604
2025,17,28/06/2025,Hawthorn,North Melbourne,CD_M20250141607
2025,17,28/06/2025,Collingwood,West Coast,CD_M20250141602
2025,17,29/06/2025,Richmond,Adelaide,CD_M20250141603
2025,17,29/06/2025,Fremantle,St Kilda,CD_M20250141605
2025,18,3/07/2025,North Melbourne,Western Bulldogs,CD_M20250141704
2025,18,4/07/2025,Carlton,Collingwood,CD_M20250141706
2025,18,4/07/2025,West Coast,Greater Western Sydney,CD_M20250141707
2025,18,5/07/2025,Essendon,Gold Coast,CD_M20250141705
2025,18,5/07/2025,Geelong,Richmond,CD_M20250141702
2025,18,5/07/2025,Brisbane Lions,Port Adelaide,CD_M20250141709
2025,18,5/07/2025,St Kilda,Hawthorn,CD_M20250141703
2025,18,6/07/2025,Sydney,Fremantle,CD_M20250141708
2025,18,6/07/2025,Adelaide,Melbourne,CD_M20250141701
2025,19,10/07/2025,Carlton,Brisbane Lions,CD_M20250141805
2025,19,11/07/2025,Gold Coast,Collingwood,CD_M20250141808
2025,19,12/07/2025,Western Bulldogs,Adelaide,CD_M20250141803
2025,19,12/07/2025,Greater Western Sydney,Geelong,CD_M20250141802
2025,19,12/07/2025,Richmond,Essendon,CD_M20250141807
2025,19,12/07/2025,Fremantle,Hawthorn,CD_M20250141809
2025,19,13/07/2025,Melbourne,North Melbourne,CD_M20250141806
2025,19,13/07/2025,St Kilda,Sydney,CD_M20250141804
2025,19,13/07/2025,Port Adelaide,West Coast,CD_M20250141801
2025,20,17/07/2025,Essendon,Greater Western Sydney,CD_M20250141903
2025,20,18/07/2025,Brisbane Lions,Western Bulldogs,CD_M20250141908
2025,20,19/07/2025,Hawthorn,Port Adelaide,CD_M20250141909
2025,20,19/07/2025,Sydney,North Melbourne,CD_M20250141907
2025,20,19/07/2025,Carlton,Melbourne,CD_M20250141904
2025,20,19/07/2025,West Coast,Richmond,CD_M20250141906
2025,20,20/07/2025,Geelong,St Kilda,CD_M20250141902
2025,20,20/07/2025,Collingwood,Fremantle,CD_M20250141905
2025,20,20/07/2025,Adelaide,Gold Coast,CD_M20250141901
2025,21,24/07/2025,Hawthorn,Carlton,CD_M20250142007
2025,21,25/07/2025,Essendon,Western Bulldogs,CD_M20250142005
2025,21,25/07/2025,Greater Western Sydney,Sydney,CD_M20250142002
2025,21,26/07/2025,Gold Coast,Brisbane Lions,CD_M20250142008
2025,21,26/07/2025,Fremantle,West Coast,CD_M20250142009
2025,21,26/07/2025,North Melbourne,Geelong,CD_M20250142003
2025,21,26/07/2025,Adelaide,Port Adelaide,CD_M20250142001
2025,21,27/07/2025,Richmond,Collingwood,CD_M20250142006
2025,21,27/07/2025,St Kilda,Melbourne,CD_M20250142004
2025,22,31/07/2025,Western Bulldogs,Greater Western Sydney,CD_M20250142105
2025,22,1/08/2025,Adelaide,Hawthorn,CD_M20250142101
2025,22,2/08/2025,Melbourne,West Coast,CD_M20250142104
2025,22,2/08/2025,Gold Coast,Richmond,CD_M20250142107
2025,22,2/08/2025,Sydney,Essendon,CD_M20250142109
2025,22,2/08/2025,Collingwood,Brisbane Lions,CD_M20250142106
2025,22,3/08/2025,St Kilda,North Melbourne,CD_M20250142103
2025,22,3/08/2025,Geelong,Port Adelaide,CD_M20250142102
2025,22,3/08/2025,Fremantle,Carlton,CD_M20250142108
2025,23,7/08/2025,Hawthorn,Collingwood,CD_M20250142207
2025,23,8/08/2025,Geelong,Essendon,CD_M20250142202
2025,23,9/08/2025,Brisbane Lions,Sydney,CD_M20250142209
2025,23,9/08/2025,Carlton,Gold Coast,CD_M20250142204
2025,23,9/08/2025,Port Adelaide,Fremantle,CD_M20250142201
2025,23,9/08/2025,Richmond,St Kilda,CD_M20250142205
2025,23,10/08/2025,Greater Western Sydney,North Melbourne,CD_M20250142203
2025,23,10/08/2025,Melbourne,Western Bulldogs,CD_M20250142206
2025,23,10/08/2025,West Coast,Adelaide,CD_M20250142208
2025,24,15/08/2025,Essendon,St Kilda,CD_M20250142303
2025,24,15/08/2025,Fremantle,Brisbane Lions,CD_M20250142308
2025,24,16/08/2025,Adelaide,Collingwood,CD_M20250142301
2025,24,16/08/2025,Carlton,Port Adelaide,CD_M20250142305
2025,24,16/08/2025,Gold Coast,Greater Western Sydney,CD_M20250142307
2025,24,16/08/2025,Hawthorn,Melbourne,CD_M20250142306
2025,24,17/08/2025,North Melbourne,Richmond,CD_M20250142302
2025,24,17/08/2025,Sydney,Geelong,CD_M20250142309
2025,24,17/08/2025,Western Bulldogs,West Coast,CD_M20250142304
2025,25,21/08/2025,Essendon,Carlton,CD_M20250142407
2025,25,22/08/2025,Collingwood,Melbourne,CD_M20250142405
2025,25,22/08/2025,Port Adelaide,Gold Coast,CD_M20250142401
2025,25,23/08/2025,North Melbourne,Adelaide,CD_M20250142403
2025,25,23/08/2025,Richmond,Geelong,CD_M20250142406
2025,25,23/08/2025,West Coast,Sydney,CD_M20250142408
2025,25,24/08/2025,Brisbane Lions,Hawthorn,CD_M20250142409
2025,25,24/08/2025,Greater Western Sydney,St Kilda,CD_M20250142402
2025,25,24/08/2025,Western Bulldogs,Fremantle,CD_M20250142404
2025,1,27/08/2025,Gold Coast,Essendon,CD_M20250142410
