player.playerId,player.player.player.givenName,player.player.player.surname,ID
CD_I998130,Ben,Ainsworth,12498
CD_I998260,Jack,Bowes,12499
CD_I992644,Braydon,Preuss,12500
CD_I999724,Declan,Mountford,12501
CD_I993998,Jy,Simpkin,12502
CD_I298407,Mitchell,Hibberd,12503
CD_I998172,Tim,Taranto,12504
CD_I291800,Tom,Stewart,12505
CD_I298419,Brandan,Parfitt,12506
CD_I992018,Teia,Miles,12507
CD_I297907,Nic,Newman,12508
CD_I997100,Will,Hayward,12509
CD_I291848,Robbie,Fox,12510
CD_I997933,Griffin,Logue,12511
CD_I996498,Harley,Balic,12512
CD_I993798,James,Parsons,12513
CD_I294823,Tim,Smith,12514
CD_I297767,Sam,Durdin,12515
CD_I992242,Jordan,Dawson,12516
CD_I998167,Tom,Williamson,12517
CD_I1000978,Hugh,McCluggage,12518
CD_I998133,Jarrod,Berry,12519
CD_I999827,Zac,Fisher,12520
CD_I993917,Ben,Long,12521
CD_I994047,Cedric,Cox,12522
CD_I998100,Cameron,Polson,12523
CD_I298287,Ed,Vickers-Willis,12524
CD_I298430,Aidyn,Johnson,12525
CD_I996743,Lewis,Melican,12526
CD_I294339,Ben,McNiece,12527
CD_I993827,Kurt,Mutimer,12528
CD_I998529,Ivan,Soldo,12529
CD_I998257,Brad,Scheer,12530
CD_I1007102,Mark,O'Connor,12531
CD_I290675,Daniel,Lloyd,12532
CD_I281091,Hugh,Greenwood,12533
CD_I998106,Jordan,Gallucci,12534
CD_I993993,Shai,Bolton,12535
CD_I998205,Harry,Perryman,12536
CD_I1004592,Tim,English,12537
CD_I298305,Jordan,Cunico,12538
CD_I1000959,James,Cousins,12539
CD_I296279,Dallas,Willsmore,12540
CD_I998129,Will,Brodie,12541
CD_I998659,Luke,Ryan,12542
CD_I280974,Jonathon,Beech,12543
CD_I997033,Brennan,Cox,12544
CD_I1002770,Callum,Brown,12545
CD_I998128,Alex,Witherden,12546
CD_I998145,Sean,Darcy,12547
CD_I298446,Josh,Deluca,12548
CD_I997770,Wylie,Buzza,12549
CD_I1004940,Sam,Simpson,12550
CD_I1004870,Zach,Guthrie,12551
CD_I997230,Tyson,Stengle,12552
CD_I298111,Jeremy,Finlayson,12553
CD_I298352,Ryan,Nyhuis,12554
CD_I298285,Daniel,Nielson,12555
CD_I998126,Joe,Atley,12556
CD_I998484,Cameron,Zurhaar,12557
CD_I998134,Josh,Battle,12558
CD_I997316,Lewis,Young,12559
CD_I290797,Alex,Keath,12560
CD_I1003547,Conor,Glass,12561
CD_I998261,Josh,Williams,12562
CD_I1001017,Nick,Larkey,12563
CD_I992468,Rowan,Marshall,12564
CD_I998114,Jack,Scrimshaw,12565
CD_I1000953,Harry,McKay,12566
CD_I998215,Will,Setterfield,12567
CD_I1001573,Max,Spencer,12568
CD_I297703,Luke,Partington,12569
CD_I998268,Jacob,Allison,12570
CD_I993836,Sam,Skinner,12571
CD_I1007125,Corey,Maynard,12572
CD_I1005054,Josh,Daicos,12573
CD_I1005721,Josh,Begley,12574
CD_I1004998,Todd,Marshall,12575
CD_I990827,Jack,Graham,12576
CD_I998797,Kayle,Kirby,12577
CD_I1003130,Patrick,Lipinski,12578
CD_I1000963,Harry,Morrison,12579
CD_I1002143,Ben,McKay,12580
CD_I1002256,Paddy,Dow,12582
CD_I1000932,Tom,Doedee,12583
CD_I999331,Darcy,Fogarty,12584
CD_I1000998,Lachlan,Murphy,12585
CD_I1003620,Sam,Murray,12586
CD_I1002240,Jaidyn,Stephenson,12587
CD_I998180,Bailey,Banfield,12588
CD_I1002232,Andrew,Brayshaw,12589
CD_I1002267,Luke,Davies-Uniacke,12590
CD_I1002264,Hunter,Clark,12591
CD_I1002235,Cam,Rayner,12592
CD_I298277,Billy,Gowers,12593
CD_I1002404,Aaron,Naughton,12594
CD_I295898,Tim,Kelly,12595
CD_I1002228,Lachie,Fogarty,12596
CD_I1002220,Esava,Ratugolea,12597
CD_I1001438,Bayley,Fritsch,12598
CD_I1004286,Zac,Langdon,12599
CD_I1004364,Liam,Ryan,12600
CD_I996554,Jake,Waterman,12601
CD_I998414,Daniel,Venables,12602
CD_I1002239,Adam,Cerra,12603
CD_I1002353,Mitch,Crowden,12604
CD_I1008280,Ed,Richards,12605
CD_I296225,Junior,Rioli,12606
CD_I1000937,Jack,Henry,12607
CD_I1005717,Nick,Coffield,12608
CD_I1002227,Jack,Higgins,12609
CD_I1002312,Zac,Bailey,12610
CD_I1002259,Lochie,O'Brien,12611
CD_I996232,Matt,Guelfi,12612
CD_I291334,David,Mirra,12613
CD_I1000908,Myles,Poholke,12614
CD_I998115,Taylin,Duman,12615
CD_I1004880,Ben,Ronke,12616
CD_I1005521,Oscar,McInerney,12617
CD_I1002296,Nick,Shipley,12618
CD_I1002222,James,Worpel,12619
CD_I1005013,Flynn,Appleby,12620
CD_I998212,Kobe,Mutch,12621
CD_I1002282,Charlie,Spargo,12622
CD_I1006550,Jack,Petruccelle,12623
CD_I1002350,Brayden,Crossley,12624
CD_I1008882,Charlie,Ballard,12625
CD_I290326,Matt,Eagles,12626
CD_I1008198,Tom,McCartin,12627
CD_I1004356,Brayden,Ainsworth,12628
CD_I1001396,Isaac,Cumming,12629
CD_I1002213,Ed,Phillips,12630
CD_I1001026,Jordan,Ridley,12631
CD_I998109,Dylan,Clarke,12632
CD_I996716,Bailey,Rice,12633
CD_I1002328,Jacob,Heron,12634
CD_I998116,Pat,Kerr,12635
CD_I1000887,Mitchell,Lewis,12636
CD_I998791,Jamaine,Jones,12637
CD_I1008080,Ryley,Stoddart,12638
CD_I291849,Brody,Mihocek,12639
CD_I296317,Scott,Jones,12640
CD_I1002354,Stefan,Giro,12641
CD_I298271,Paul,Ahern,12642
CD_I1000905,Tom,Murphy,12643
CD_I1005247,Sam,Taylor,12644
CD_I295964,Patrick,Wilson,12645
CD_I1002300,Jarrod,Brander,12646
CD_I998218,Ryan,Garthwaite,12647
CD_I1002331,Jacob,Dawson,12648
CD_I1003029,Brayden,Sier,12649
CD_I994410,Brad,Lynch,12650
CD_I999824,Quinton,Narkle,12651
CD_I1007881,Wil,Powell,12652
CD_I1008893,Harrison,Petty,12653
CD_I1003520,Darragh,Joyce,12654
CD_I1004385,Oscar,Allen,12655
CD_I1002251,Brent,Daniels,12656
CD_I992023,Alex,Morgan,12657
CD_I997842,Colin,O'Riordan,12658
CD_I293987,Jarrod,Lienert,12659
CD_I990291,Darcy,Cameron,12660
CD_I1000223,Liam,Baker,12661
CD_I1005084,Will,Walker,12662
CD_I1006303,Fergus,Greene,12663
CD_I1002253,Kane,Farrell,12664
CD_I1010841,Jack,Madgen,12665
CD_I1005530,Ryan,Abbott,12666
CD_I297433,Nathan,Freeman,12667
CD_I1002401,Brandon,Starcevich,12668
CD_I1004894,Aiden,Bonar,12669
CD_I1007124,Conor,Nash,12670
CD_I1004985,Ben,Paton,12671
CD_I992059,Sam,Switkowski,12672
CD_I1005107,Nathan,Murphy,12673
CD_I1004912,Tom,De Koning,12674
CD_I1005199,Elliott,Himmelberg,12675
CD_I991773,Billy,Frampton,12676
CD_I1006094,Sam,Walsh,12684
CD_I296200,Michael,Gibbons,12685
CD_I1002245,Noah,Balta,12686
CD_I1002242,Charlie,Constable,12687
CD_I1006152,Jordan,Clark,12688
CD_I1004938,Gryan,Miers,12689
CD_I994386,Tom,Atkins,12690
CD_I1006203,Chayce,Jones,12691
CD_I1006130,Bailey,Smith,12692
CD_I999391,Tom,Sparrow,12693
CD_I996692,Marty,Hore,12694
CD_I1000972,Willem,Drew,12695
CD_I1006096,Xavier,Duursma,12696
CD_I1001299,Connor,Rozee,12697
CD_I1006121,Zak,Butters,12698
CD_I1006028,Nick,Blakey,12699
CD_I1000860,Lachie,Schultz,12700
CD_I1006058,Bailey,Scott,12701
CD_I1000267,Matthew,Parker,12702
CD_I296422,Callum,Wilkie,12703
CD_I1004095,Jack,Lukosius,12704
CD_I1000068,Chris,Burgess,12705
CD_I298390,Jay,Lockhart,12706
CD_I1005729,Tarryn,Thomas,12707
CD_I1002583,Sydney,Stack,12708
CD_I997823,Josh,Rotham,12709
CD_I1006314,Dylan,Moore,12710
CD_I1011936,Justin,McInerney,12711
CD_I1006133,Jack,Ross,12712
CD_I1008190,Brayden,Ham,12713
CD_I1006126,James,Rowbottom,12714
CD_I999309,Jackson,Hately,12715
CD_I991976,Will,Hayes,12716
CD_I1004909,Lachie,Young,12717
CD_I1005053,Noah,Answerth,12718
CD_I1005547,Josh,Corbett,12719
CD_I992465,Declan,Keilty,12720
CD_I1008312,Liam,Stocker,12721
CD_I1006137,Curtis,Taylor,12722
CD_I1008855,Oskar,Baker,12723
CD_I298211,Darcy,Fort,12724
CD_I998321,Joel,Garner,12725
CD_I295015,Robbie,Young,12726
CD_I1004863,Mitchell,Hinge,12727
CD_I1006144,Ben,King,12728
CD_I997142,Peter,Ladhams,12729
CD_I1000061,Callum,Coleman-Jones,12730
CD_I296371,Brett,Bewley,12731
CD_I997501,Ryan,Gardner,12732
CD_I1002231,Patrick,Naish,12733
CD_I297452,Nick,Hind,12734
CD_I1007238,Jake,Stein,12735
CD_I1005793,Jarrod,Cameron,12736
CD_I298417,Ben,Davis,12737
CD_I1001043,Oliver,Hanrahan,12738
CD_I998327,Kyron,Hayden,12739
CD_I1008089,Isaac,Quaynor,12740
CD_I1006276,Derek,Eggmolesse-Smith,12741
CD_I1006106,Kyle,Dunkley,12742
CD_I1000072,John,Noble,12743
CD_I1006148,Bobby,Hill,12744
CD_I1003203,Hayden,McLean,12745
CD_I298474,Francis,Watson,12746
CD_I1004989,Doulton,Langlands,12747
CD_I1006127,Rhylee,West,12748
CD_I1006151,Jason,Carter,12749
CD_I1008083,Connor,Idun,12750
CD_I1004767,Angus,Schumacher,12751
CD_I998390,Changkuoth,Jiath,12752
CD_I1002291,James,Bell,12753
CD_I1006087,Caleb,Graham,12754
CD_I1006103,Jye,Caldwell,12755
CD_I1005330,Kade,Chandler,12756
CD_I1004034,Brandon,Zerk-Thatcher,12757
CD_I998225,Zach,Sproule,12758
CD_I994073,Tom,Jok,12759
CD_I1002372,Hugh,Dixon,12760
CD_I993771,Marlion,Pickett,12761
CD_I1009201,Fischer,McAsey,12762
CD_I1008171,Tyler,Brown,12763
CD_I296070,Ben,Cavarra,12764
CD_I1013611,Sam,Sturt,12765
CD_I1010174,Mitch,Georgiades,12766
CD_I1009199,Noah,Anderson,12767
CD_I1009208,Matt,Rowell,12768
CD_I1008454,Connor,Budarick,12769
CD_I1009528,Tom,Green,12770
CD_I1008541,Kysaiah,Pickett,12771
CD_I1008139,Toby,Bedford,12772
CD_I1006143,Max,King,12773
CD_I1009385,Deven,Robertson,12774
CD_I1008185,Ned,McHenry,12775
CD_I1005000,Laitham,Vandermeer,12776
CD_I1009256,Hayden,Young,12777
CD_I1009378,Trent,Rivers,12778
CD_I1009399,Luke,Jackson,12779
CD_I1006100,Thomas,Berry,12780
CD_I1008159,Will,Hamill,12781
CD_I1009253,Lachie,Ash,12782
CD_I298470,Shane,McAdam,12783
CD_I1011929,Sam,Philp,12784
CD_I1011992,Louis,Butler,12785
CD_I1009420,Caleb,Serong,12786
CD_I1009189,Jack,Mahony,12787
CD_I1004965,Tristan,Xerri,12788
CD_I1004991,Harry,Jones,12789
CD_I992786,Jake,Aarts,12790
CD_I997206,Andrew,McPherson,12791
CD_I1008285,Will,Kelly,12792
CD_I1008288,Atu,Bosenavulagi,12793
CD_I1008550,Will,Day,12794
CD_I1008537,Josh,Morris,12795
CD_I1004848,Dylan,Stephens,12796
CD_I1012014,Chad,Warner,12797
CD_I1001195,Izak,Rankine,12798
CD_I1009223,Ned,Cahill,12799
CD_I1011803,Cody,Weightman,12800
CD_I999321,Michael,Frederick,12801
CD_I1011994,Ryan,Byrnes,12802
CD_I1005997,Elijah,Taylor,12803
CD_I1002383,Callum,Porter,12804
CD_I1004437,Tobe,Watson,12805
CD_I999326,Brad,Close,12806
CD_I1004949,Matthew,Ling,12807
CD_I1008752,Kieran,Strachan,12808
CD_I1013974,Mark,Keane,12809
CD_I1005577,Sam,Draper,12810
CD_I1011437,Harry,Edwards,12811
CD_I1002351,Connor,Ballenden,12812
CD_I1008543,Harry,Schoenberg,12813
CD_I1006136,Lachlan,Sholl,12814
CD_I1009383,Trey,Ruscoe,12815
CD_I1001351,Lachlan,Hosie,12816
CD_I999346,Boyd,Woodcock,12817
CD_I1006232,Sam,Wicks,12818
CD_I1002347,Jack,Payne,12819
CD_I1009380,Jeremy,Sharp,12820
CD_I1006135,Xavier,O'Halloran,12821
CD_I1008154,Matthew,Cottrell,12822
CD_I1002922,Jack,Bytel,12823
CD_I1009260,Sam,Flanders,12824
CD_I1002938,Josh,Honey,12825
CD_I1011791,Zac,Foot,12826
CD_I297668,Nic,Reid,12827
CD_I296984,Tom,Hutchesson,12828
CD_I1004995,Jordon,Butts,12829
CD_I1006097,Irving,Mosquito,12830
CD_I1005988,Liam,Henry,12831
CD_I1008282,Xavier,O'Neill,12832
CD_I1013532,Tom,Fullarton,12833
CD_I1008123,Jake,Riccardi,12834
CD_I1009226,Thomson,Dow,12835
CD_I1006114,Bailey J.,Williams,12836
CD_I1000960,Max,Lynch,12837
CD_I1006059,Keidean,Coleman,12838
CD_I1013973,Matthew,Owies,12839
CD_I1006159,Damon,Greaves,12840
CD_I1011771,Flynn,Perez,12841
CD_I1008940,Ben,Jarvis,12842
CD_I1009421,Finn,Maginness,12843
CD_I1008091,Joel,Amartey,12844
CD_I998107,Hamish,Brayshaw,12845
CD_I1009708,Jack,Buckley,12846
CD_I1005599,Luke,Foley,12847
CD_I999715,Jy,Farrar,12848
CD_I1012807,Sam,Berry,12849
CD_I999316,James,Rowe,12850
CD_I1012860,Oliver,Henry,12851
CD_I1015827,Nik,Cox,12852
CD_I1011755,Harrison,Jones,12853
CD_I1009015,Lachlan,McNeil,12854
CD_I992048,Anthony,Scott,12855
CD_I1000980,Lloyd,Meek,12856
CD_I1012830,Connor,Downie,12857
CD_I1013511,Tyler,Brockman,12858
CD_I1006030,Jacob,Koschitzke,12859
CD_I1013409,James,Jordon,12860
CD_I1013230,Logan,McDonald,12861
CD_I1013128,Errol,Gulden,12862
CD_I1013133,Braeden,Campbell,12863
CD_I1007099,Harry,Sharp,12864
CD_I1012852,Charlie,Lazzaro,12865
CD_I1011659,Tom,Powell,12866
CD_I1009191,Miles,Bergman,12867
CD_I998195,Tom,Highmore,12868
CD_I992597,Paul,Hunter,12869
CD_I993902,Matt,Flynn,12870
CD_I1012805,Tanner,Bruhn,12871
CD_I1008230,Nick,Murray,12872
CD_I1017255,Francis,Evans,12873
CD_I1009386,Jaxon,Prior,12874
CD_I1013224,Heath,Chapman,12875
CD_I1004757,Beau,McCreery,12876
CD_I1012829,Will,Phillips,12877
CD_I298445,Alec,Waterman,12878
CD_I1015873,Archie,Perkins,12879
CD_I1012409,Luke,Parks,12880
CD_I1015889,Max,Holmes,12881
CD_I1011583,Lachie,Jones,12882
CD_I1008478,Rhyan,Mansell,12883
CD_I1009313,Will,Martyn,12884
CD_I1009291,Isiah,Winder,12885
CD_I1015862,Conor,Stone,12886
CD_I1012819,Josh,Treacy,12887
CD_I1012828,Finlay,Macrae,12888
CD_I1012817,Zach,Reid,12889
CD_I992330,Jordon,Sweet,12890
CD_I1009229,Sam,De Koning,12891
CD_I1008384,Riley,Thilthorpe,12892
CD_I1015793,Jay,Rantall,12893
CD_I999320,Martin,Frederick,12894
CD_I1011589,Caleb,Poulter,12895
CD_I1005150,Emerson,Jeka,12896
CD_I1008297,Riley,Collier-Dawkins,12897
CD_I1013978,James,Madden,12898
CD_I1011954,Nick,Bryan,12899
CD_I998782,Buku,Khamis,12900
CD_I993797,Tom,Wilson,12901
CD_I1011985,Hugo,Ralphsmith,12902
CD_I1005986,Malcolm,Rosas,12903
CD_I1008436,Kieren,Briggs,12904
CD_I1011254,Ronin,O'Connor,12905
CD_I1001024,Ned,Reeves,12906
CD_I1006533,Riley,Garcia,12907
CD_I1009186,Trent,Bianco,12908
CD_I1002266,Oscar,Clavarino,12909
CD_I1014038,Callum,Brown,12910
CD_I1006576,Luke,Edwards,12911
CD_I1011981,Josh,Worrell,12912
CD_I1009401,Joel,Western,12913
CD_I1009410,Brandon,Walker,12914
CD_I1020895,Jai,Newcombe,12915
CD_I1000864,Lachlan,Bramble,12916
CD_I1009195,Dylan,Williams,12917
CD_I1012386,Samson,Ryan,12918
CD_I1009228,Leo,Connolly,12919
CD_I1013093,Denver,Grainger-Barras,12920
CD_I1012218,Luke,Pedlar,12921
CD_I1012833,Eddie,Ford,12922
CD_I1009301,Jamarra,Ugle-Hagan,12923
CD_I1004819,Jed,McEntee,12924
CD_I1015810,Sam,Durham,12925
CD_I1003192,Connor,West,12926
CD_I1012857,Jack,Ginnivan,12927
CD_I1013975,Anton,Tohill,12928
CD_I1018018,Cooper,Sharman,12929
CD_I997254,Nathan,Kreuger,12930
CD_I1012825,Jake,Bowey,12931
CD_I1018335,Brayden,Cook,12932
CD_I1005992,Joel,Jeffrey,12933
CD_I1006013,James,Peatling,12934
CD_I1009551,Maurice,Rioli,12935
CD_I1008510,Corey,Durdin,12936
CD_I1009241,Brodie,Kemp,12937
CD_I1015781,Charlie,Comben,12938
CD_I1018075,Lachlan,Gollant,12939
CD_I1011647,Phoenix,Spicer,12940
CD_I1002403,Ben,Miller,12941
CD_I1013268,Alex,Davies,12942
CD_I1023261,Nick,Daicos,12943
CD_I1008975,Kaine,Baldwin,12944
CD_I1012013,Nic,Martin,12945
CD_I1005326,Jackson,Mead,12946
CD_I1017059,Josh,Gibcus,12947
CD_I1023272,Mitch,Owens,12948
CD_I990840,Jack,Hayes,12949
CD_I1015507,Nasiah,Wanganeen-Milera,12950
CD_I1020339,Angus,Sheldrick,12951
CD_I1017109,Jake,Soligo,12952
CD_I1017051,Josh,Rachele,12953
CD_I1017094,Connor,Macdonald,12954
CD_I1017110,Josh,Ward,12955
CD_I1011640,Jason,Horne-Francis,12956
CD_I1023167,Brady,Hough,12957
CD_I1012521,Tex,Wanganeen,12958
CD_I1017078,Josh,Sinn,12959
CD_I1013220,Nathan,O'Driscoll,12960
CD_I1011243,Callum,Jamieson,12961
CD_I1020371,Jack,Williams,12962
CD_I291589,Aaron,Black,12963
CD_I1013278,Reef,McInnes,12964
CD_I1002795,Jordan,Boyd,12965
CD_I1020250,Neil,Erasmus,12966
CD_I1023270,Marcus,Windhager,12967
CD_I1014026,Kai,Lohmann,12968
CD_I1023266,Finn,Callaghan,12969
CD_I1017088,Ben,Hobbs,12970
CD_I1002248,Sam,Hayes,12971
CD_I296588,Robbie,McComb,12972
CD_I998192,Luke,Strnadica,12973
CD_I1025034,Oliver,Dempsey,12974
CD_I1002947,Paul,Curtis,12975
CD_I1013233,Jack,Carroll,12976
CD_I1015748,Aiden,Begg,12977
CD_I1013208,Jackson,Callow,12978
CD_I1017095,Miller,Bergman,12979
CD_I990978,Greg,Clark,12980
CD_I1017093,Cooper,Hamilton,12981
CD_I1015369,Alastair,Lord,12982
CD_I1020594,Jye,Amiss,12983
CD_I996603,Jake,Florenca,12984
CD_I1004948,Cooper,Stephens,12985
CD_I1021103,Mitch,Knevitt,12986
CD_I1015929,Luke,Cleary,12987
CD_I1010708,Sam,Butler,12988
CD_I1006193,Bigoa,Nyuon,12989
CD_I1017700,Jesse,Motlop,12990
CD_I1004530,Jacob,Wehr,12991
CD_I1016433,Shannon,Neale,12992
CD_I1009308,Noah,Cumberland,12993
CD_I1012210,Matt,Roberts,12994
CD_I1013153,Patrick,Parnell,12995
CD_I1020959,Daniel,Turner,12996
CD_I1017043,Judson,Clarke,12997
CD_I1005144,Massimo,D'Ambrosio,12998
CD_I1007591,Brynn,Teakle,12999
CD_I1017718,Rhett,Bazzo,13000
CD_I1015777,Ryan,Angwin,13001
CD_I1015901,Isaac,Chugg,13002
CD_I1011839,James,Blanck,13003
CD_I1020968,Jackson,Archer,13004
CD_I1021108,James,Tunstill,13005
CD_I1015822,Dominic,Bedendo,13006
CD_I1013462,Jase,Burgoyne,13007
CD_I1011449,Zane,Trew,13008
CD_I296280,James,Tsitas,13009
CD_I1009320,Hewago,Oea,13010
CD_I1027021,Josh,Carmichael,13011
CD_I1013260,Carter,Michael,13012
CD_I997974,Ash,Johnson,13013
CD_I1017114,Tyler,Sonsie,13014
CD_I1020802,Jai,Culley,13015
CD_I1012862,Elijah,Hollands,13016
CD_I1013201,Jye,Menzie,13017
CD_I1012144,Kallan,Dawson,13018
CD_I1017396,Mac,Andrew,13019
CD_I1008691,Leek,Aleer,13020
CD_I1017126,Sam,Darcy,13021
CD_I1017091,Jai,Serong,13022
CD_I1017124,Ned,Long,13023
CD_I1008600,Jack,Saunders,13024
CD_I1017118,Josh,Goater,13025
CD_I1017067,Darcy,Wilmot,13026
CD_I1015370,Max,Michalanney,13027
CD_I1021353,Lachlan,Cowan,13028
CD_I1023495,Oliver,Hollands,13029
CD_I1017933,Alwyn,Davey Jnr,13030
CD_I1023482,Cam,Mackenzie,13031
CD_I1012826,Bailey,Laurie,13032
CD_I1017703,Judd,McVee,13033
CD_I1023518,Harry,Sheezel,13034
CD_I1023784,Anthony,Caminiti,13035
CD_I1020137,Mattaes,Phillipou,13036
CD_I1023496,Noah,Long,13037
CD_I1023025,Reuben,Ginbey,13038
CD_I1017057,Campbell,Chesser,13039
CD_I1023517,Will,Ashcroft,13040
CD_I1017665,Bodhi,Uwland,13041
CD_I1021090,Cooper,Whyte,13042
CD_I1018433,Tylar,Young,13043
CD_I1020670,Elijah,Hewett,13044
CD_I1021122,Harry,Rowston,13045
CD_I1020586,Arthur,Jones,13046
CD_I1016825,Matthew,Johnson,13047
CD_I1017720,Jacob,van Rooyen,13048
CD_I1023500,Bailey,Humphrey,13049
CD_I1021013,Ned,Moyle,13050
CD_I1018016,Seamus,Mitchell,13051
CD_I1004113,Will,Gould,13052
CD_I1018424,Corey,Warner,13053
CD_I1019038,Aaron,Cadman,13054
CD_I1016268,Alex,Cincotta,13055
CD_I1012881,Ollie,Lord,13056
CD_I1027935,Josh,Weddle,13057
CD_I1027965,Max,Ramsden,13058
CD_I1013138,Marc,Sheather,13059
CD_I1023475,Blake,Drury,13060
CD_I1032966,James,O'Donnell,13061
CD_I1023537,Jhye,Clark,13062
CD_I1012863,Cameron,Fleeton,13063
CD_I1023477,George,Wardlaw,13064
CD_I1021200,Lachlan,McAndrew,13065
CD_I1024982,Oisin,Mullin,13066
CD_I1017751,Josh,Fahey,13067
CD_I1015332,Harvey,Harrison,13068
CD_I1029261,Bailey,Macdonald,13069
CD_I1029416,Ryan,Maric,13070
CD_I1009392,Jack,Buller,13071
CD_I1023708,Jaspa,Fletcher,13072
CD_I1017128,Dante,Visentini,13073
CD_I1020057,Harry,Barnett,13074
CD_I1021015,Karl,Worner,13075
CD_I1018425,Taj,Woewodin,13076
CD_I1020979,Cooper,Harvey,13077
CD_I1013197,Sam,Banks,13078
CD_I1021152,Jacob,Bauer,13079
CD_I1017932,Jack,Peris,13080
CD_I1021031,Luke,Nankervis,13081
CD_I1031801,Ethan,Stanley,13082
CD_I1008616,Matthew,Coulthard,13083
CD_I1012127,Brandon,Ryan,13084
CD_I1023144,Robert,Hansen Jr,13085
CD_I1009029,James,Borlase,13086
CD_I1023785,Elijah,Tsatas,13087
CD_I1027971,Toby,McMullin,13088
CD_I1020104,Jakob,Ryan,13089
CD_I1020695,Tom,Emmett,13090
CD_I1023680,Henry,Hustwaite,13091
CD_I1024666,Lloyd,Johnston,13092
CD_I1023542,Ted,Clohesy,13093
CD_I1017063,Toby,Conway,13094
CD_I1031829,James,Trezise,13095
CD_I1017086,Tom,Brown,13096
CD_I1009197,Charlie,Dean,13097
CD_I1017122,Blake,Howes,13098
CD_I1027821,Caleb,Windsor,13099
CD_I1023275,Seth,Campbell,13100
CD_I1027925,Harvey,Thomas,13101
CD_I1017087,Harvey,Gallagher,13102
CD_I1017939,Ryley,Sanders,13103
CD_I993878,Shaun,Mannagh,13104
CD_I1023473,Nick,Watson,13105
CD_I1023494,Zane,Duursma,13106
CD_I1024272,Colby,McKercher,13107
CD_I1002138,Toby,Pink,13108
CD_I1017959,Lance,Collard,13109
CD_I1027875,Darcy,Wilson,13110
CD_I1023492,Harley,Reid,13111
CD_I1020668,Joshua,Draper,13112
CD_I1008747,Mykelti,Lefau,13113
CD_I1023736,Jed,Walter,13114
CD_I1024096,Caleb,Mitchell,13115
CD_I1027872,Angus,Hastie,13116
CD_I1019916,Kane,McAuliffe,13117
CD_I1020032,Loch,Rawlinson,13118
CD_I1013257,Sam,Clohesy,13119
CD_I1026960,Will,Graham,13120
CD_I1027033,Ethan,Read,13121
CD_I1027877,Connor,O'Sullivan,13122
CD_I1023640,Koltyn,Tholstrup,13123
CD_I1031819,Tyler,Sellers,13124
CD_I1027790,Hugo,Garcia,13125
CD_I1018123,Jake,Rogers,13126
CD_I1023533,Jaxon,Binns,13127
CD_I1027656,Cooper,Simpson,13128
CD_I1017754,Patrick,Voss,13129
CD_I1023625,Riley,Hardeman,13130
CD_I1020650,Darcy,Jones,13131
CD_I1024023,Daniel,Curtin,13132
CD_I998480,Lachlan,Sullivan,13133
CD_I1023787,Charlie,Clarke,13134
CD_I1032100,Calsher,Dear,13135
CD_I1027969,Harvey,Johnston,13136
CD_I1028019,Logan,Morris,13137
CD_I1009317,Bruce,Reville,13138
CD_I1008239,Joe,Richards,13139
CD_I1027704,Joel,Freijah,13140
CD_I1023142,Tyrell,Dewar,13141
CD_I1028105,Shadeau,Brain,13142
CD_I1005052,Ethan,Phillips,13143
CD_I1028551,Wil,Dawson,13144
CD_I1023056,Steely,Green,13145
CD_I1022915,Edward,Allan,13146
CD_I1012873,Wil,Parker,13147
CD_I1027899,Nate,Caddy,13148
CD_I1022999,Kaleb,Smith,13149
CD_I1015329,Billy,Dowling,13150
CD_I1036098,Jack,Hutchinson,13151
CD_I1024279,Arie,Schoenmaker,13152
CD_I1032017,Tew,Jiath,13153
CD_I1022927,Hugh,Davies,13154
CD_I1027949,Kynan,Brown,13155
CD_I1019938,Logan,Evans,13156
CD_I1024057,Caiden,Cleary,13157
CD_I1027921,Max,Gruzewski,13158
CD_I1017065,Zac,Taylor,13159
CD_I1013464,Lawson,Humphries,13160
CD_I1013165,Andy,Moniz-Wakefield,13161
CD_I1029262,Will,Lorenz,13162
CD_I1013229,Jacob,Blight,13163
CD_I1032629,Joe,Fonti,13164
CD_I1023534,Hugh,Bond,13165
CD_I1016189,Henry,Smith,13166
CD_I1024188,Clay,Hall,13167
CD_I1023515,Archie,Roberts,13168
CD_I1017077,Angus,McLennan,13169
CD_I1032108,Cooper,Lord,13170
CD_I1020097,Ashton,Moir,13171
CD_I1023346,Liam,Reidy,13172
CD_I1027687,Tom,Hanily,13173
CD_I1032119,James,Leake,13174
CD_I1022607,Sid,Draper,13175
CD_I1022452,Lucas,Camporeale,13176
CD_I1028554,Isaac,Kako,13177
CD_I1036123,Sam,Davidson,13178
CD_I1034235,Josh,Dolan,13179
CD_I1028513,Murphy,Reid,13180
CD_I1008183,Jack,Henderson,13181
CD_I1023486,Matthew,Jefferson,13182
CD_I1024173,Aidan,Johnson,13183
CD_I1028546,Harvey,Langford,13184
CD_I1028531,Xavier,Lindsay,13185
CD_I1023530,Jacob,Konstanty,13186
CD_I1028495,Finn,O'Sullivan,13187
CD_I1028529,Joe,Berry,13188
CD_I1028525,Harry,Armstrong,13189
CD_I1028491,Sam,Lalor,13190
CD_I1028521,Luke,Trainor,13191
CD_I1000958,Harry,Boyd,13192
CD_I1020855,Max,Hall,13193
CD_I1035198,Liam,O'Connell,13194
CD_I1008224,Riley,Bice,13195
